customer_id,Books,Clothing,Electronics,Home
1,3.3646586345381526,3.1630522088353414,3.3670682730923693,0.0
2,0.6289156626506024,1.3166265060240963,7.242409638554217,2.6399999999999997
3,0.0,2.4215261044176706,5.250441767068273,1.902008032128514
4,5.015903614457831,3.261847389558233,1.8355020080321283,1.97574297188755
5,3.1630522088353414,0.0,0.0,4.992449799196787
6,1.9429718875502007,7.857831325301205,4.049477911646586,3.851566265060241
7,7.390522088353413,3.093172690763052,4.446907630522088,2.5699598393574297
8,4.6086746987951805,1.9791164658634537,3.8274698795180724,5.889477911646586
9,6.3058634538152605,2.606586345381526,1.2379116465863453,1.996465863453815
10,7.552610441767068,0.0,9.109718875502008,0.0
11,1.343293172690763,1.995020080321285,4.388273092369478,6.953253012048192
12,3.334618473895582,3.220562248995984,1.271004016064257,4.973333333333334
13,1.832610441767068,6.841124497991968,0.0,3.240160642570281
14,3.942168674698795,0.6345381526104418,5.059437751004015,0.0
15,2.459437751004016,0.6435341365461847,3.796305220883534,1.3102008032128514
16,2.58714859437751,0.0,0.0,1.3143775100401607
17,5.804016064257028,9.094939759036144,0.6106024096385542,3.2522088353413654
18,1.2526907630522088,0.0,0.0,1.2809638554216867
19,0.0,1.2327710843373494,1.2151004016064257,7.179116465863453
20,0.6237751004016064,5.099437751004016,0.0,0.6608835341365462
21,3.7490763052208833,0.6764658634538152,3.155502008032128,0.0
22,0.6438554216867469,2.4592771084337346,3.79437751004016,0.0
23,0.0,3.795341365461847,3.8393574297188753,7.847068273092369
24,1.2755020080321284,1.3416867469879517,1.250441767068273,1.2575100401606425
25,2.038875502008032,3.2056224899598393,0.0,2.496064257028112
26,1.3044176706827308,2.5089156626506024,0.0,2.5031325301204816
27,0.6671485943775101,0.0,5.666184738955823,1.9246586345381524
28,1.8263453815261042,7.350682730923695,0.0,0.0
29,2.6099598393574297,0.6369477911646586,0.0,2.5031325301204816
30,3.7863453815261043,0.0,1.2189558232931725,0.6726104417670682
31,6.351325301204819,4.015582329317269,2.6200803212851405,0.0
32,1.9848995983935742,1.294136546184739,7.659919678714859,0.0
33,6.383935742971888,8.243855421686746,3.2200803212851405,0.0
34,0.0,0.0,2.0253815261044177,0.0
